Luas lantai (m2),Jenis dinding,Jenis Lantai,Kepimilikan FTBAB,Sumber air minum,Sumber penerangan,Bahan bakar,Banyak ART,Outcome
90,3,5,4,5,1,7,2,1
45,3,5,1,5,1,7,5,1
200,1,2,1,2,1,3,4,1
135,1,2,1,2,1,4,4,1
24,3,6,6,2,2,4,3,1
135,1,2,1,2,1,4,4,1
300,1,2,1,2,1,4,2,1
38,3,6,1,2,1,4,1,1
133,3,5,1,2,1,4,10,1
56,3,6,1,2,2,4,4,1
24,3,6,6,2,2,4,2,1
84,1,2,1,2,1,4,4,1
144,3,6,1,2,1,4,3,1
59,1,2,1,2,1,4,4,1
44,1,6,2,2,2,4,3,1
117,1,6,1,2,1,4,1,1
105,1,6,1,2,1,4,13,1
174,1,2,1,2,1,2,5,1
102,1,6,1,2,1,4,3,1
144,3,6,1,2,1,4,7,1
30,1,6,6,6,3,10,2,1
80,3,6,2,2,1,4,5,1
90,1,6,1,2,1,4,2,1
84,3,6,1,5,3,10,4,1
66,3,6,1,5,3,4,4,1
102,3,6,1,5,3,4,7,1
77,3,6,1,6,3,4,5,1
90,3,5,1,4,3,10,3,1
81,3,6,1,5,3,4,4,1
36,3,8,1,5,4,4,1,1
78,3,5,1,5,3,4,5,1
102,3,8,1,5,3,4,6,1
59,3,5,1,4,3,10,5,1
42,3,5,1,6,1,4,2,1
72,3,6,1,5,3,4,5,1
96,3,6,1,6,3,10,2,1
72,3,6,1,6,1,4,5,1
40,3,6,4,5,1,4,3,1
108,3,5,1,6,1,4,3,1
35,3,5,3,7,3,4,5,1
72,1,2,1,6,1,4,5,1
36,3,5,2,7,1,4,6,1
72,1,2,1,8,1,4,5,1
54,3,6,1,6,3,10,7,1
99,1,6,1,5,3,4,5,1
51,3,8,1,5,3,10,2,1
150,3,6,1,5,3,10,2,1
96,3,6,1,5,3,10,4,1
81,3,6,1,6,3,10,6,1
66,3,6,1,6,3,10,5,1
72,3,6,1,6,3,10,5,1
54,1,6,1,6,3,10,5,1
35,1,7,6,8,3,4,1,1
45,3,5,6,8,3,4,2,1
66,3,6,6,8,3,4,5,1
102,1,6,1,6,3,4,3,1
90,1,6,1,8,3,4,4,1
36,3,5,6,8,3,4,4,1
42,3,5,6,8,3,4,8,1
90,1,6,1,8,3,4,4,1
96,3,6,1,5,3,4,2,1
84,1,6,1,6,3,4,2,1
69,1,6,1,9,3,4,6,1
176,1,1,1,9,3,4,3,1
45,3,6,6,9,3,4,5,1
18,3,6,6,9,3,4,4,1
36,1,6,6,9,3,4,4,1
68,1,2,1,9,3,4,4,1
89,1,6,6,9,3,4,4,1
30,3,8,6,9,3,4,2,1
74,1,6,1,9,3,4,4,1
89,3,6,6,9,3,10,7,1
90,1,6,1,2,3,4,2,1
108,3,6,1,5,3,4,5,1
116,3,6,1,7,3,4,3,1
72,3,5,1,5,3,10,2,1
203,3,6,1,5,3,4,4,1
84,1,2,1,7,3,4,5,1
59,3,6,1,7,3,4,4,1
96,3,5,1,7,3,4,6,1
96,1,8,1,7,3,10,5,0
60,1,6,1,5,3,4,3,1
42,1,2,1,4,3,4,3,1
180,1,2,1,7,3,4,4,1
54,3,6,1,5,3,4,3,1
102,1,2,1,4,3,4,2,1
48,3,5,4,5,4,4,3,0
42,1,2,1,5,3,4,1,1
70,3,6,1,6,3,4,4,1
79,1,6,1,5,3,4,7,1
108,3,6,1,5,3,4,5,1
98,1,2,1,4,3,4,4,1
59,3,5,6,8,3,4,3,1
74,3,5,6,8,3,4,4,1
77,1,6,1,8,3,4,5,1
82,3,5,6,8,3,4,3,1
66,1,6,1,8,3,4,2,1
70,3,5,6,8,3,4,5,1
45,3,5,6,8,3,4,3,1
67,1,2,1,8,3,4,3,1
50,3,5,6,8,3,4,3,1
108,1,6,1,2,3,4,7,1
120,3,6,1,9,3,4,3,1
48,3,6,1,6,3,10,3,1
28,3,6,2,8,3,4,4,1
72,3,2,1,6,3,3,5,1
72,3,6,1,6,3,4,4,1
79,1,6,1,2,3,4,3,1
34,3,6,2,5,3,10,3,1
120,3,6,1,6,3,4,4,1
77,3,5,1,6,3,10,3,1
93,1,6,2,9,1,10,2,1
40,3,8,1,8,1,4,4,1
36,3,6,1,7,1,10,5,1
54,3,6,1,8,1,10,3,1
75,3,6,1,8,1,10,3,1
90,3,6,1,9,1,4,2,1
29,3,6,4,9,1,10,3,1
35,3,5,2,8,1,10,8,0
56,3,6,1,9,1,10,5,1
88,3,6,1,8,1,10,3,1
66,3,6,1,8,3,4,3,1
54,3,5,6,8,3,4,3,1
120,1,8,1,8,3,4,5,1
138,1,2,1,8,3,4,3,1
44,3,6,6,8,3,4,3,1
70,1,6,1,8,3,4,5,1
154,1,6,6,8,3,4,3,1
74,3,6,6,6,3,4,3,1
51,3,5,6,8,3,4,6,1
60,3,6,6,8,3,4,4,1
40,3,5,6,7,2,10,1,1
35,3,6,6,7,2,4,6,1
96,1,4,1,2,1,4,2,1
119,1,4,1,2,1,4,6,1
70,3,6,1,7,1,4,4,1
112,1,6,1,7,1,4,3,1
24,3,5,6,7,2,4,5,1
60,3,5,1,7,1,4,4,1
96,3,6,1,6,1,4,4,1
105,1,4,1,8,1,4,4,1
84,3,4,1,8,1,4,6,1
54,3,4,6,8,1,4,7,1
55,3,5,6,8,1,4,2,1
35,3,5,6,8,2,4,8,1
72,3,6,6,8,2,4,1,1
135,3,6,1,8,1,4,6,1
84,1,6,1,8,1,4,6,1
84,3,4,1,8,1,4,7,0
63,3,6,6,8,1,4,2,1
84,3,5,1,8,1,4,5,1
63,3,6,1,7,1,4,5,1
63,3,6,1,7,1,4,3,1
108,1,4,1,7,1,4,4,1
54,3,6,1,7,1,4,4,1
84,1,4,1,2,1,4,5,1
108,3,5,1,7,1,4,5,1
84,1,4,1,2,1,4,1,1
63,1,4,1,2,1,4,4,1
6,3,5,6,7,4,4,2,0
63,3,5,1,7,1,4,2,1
84,3,6,1,7,1,4,5,1
35,3,6,1,7,1,4,2,0
84,3,6,1,7,1,4,5,1
63,3,6,1,7,1,4,1,1
81,3,6,1,6,1,4,7,1
63,3,6,1,7,1,4,2,1
66,3,5,1,8,1,4,3,1
84,3,6,1,7,1,4,5,1
63,3,6,1,7,1,4,3,1
63,3,6,1,7,1,4,5,1
49,3,6,1,7,1,4,4,1
54,3,6,6,8,1,10,2,1
84,3,6,2,8,1,4,4,1
54,3,6,1,7,1,10,4,1
63,3,6,6,8,1,4,5,1
63,3,8,1,8,1,10,4,1
54,3,6,1,8,1,4,4,1
49,3,6,1,8,1,4,7,1
35,3,5,1,8,1,4,6,1
99,3,6,1,7,1,4,4,1
110,3,6,1,2,1,4,6,1
32,3,6,6,2,1,4,4,1
15,3,6,1,8,1,4,4,1
30,3,5,2,8,2,4,4,1
72,3,6,1,8,2,4,5,1
112,1,2,1,8,1,4,5,1
72,1,2,1,8,1,3,5,1
96,3,6,1,8,1,4,5,1
20,3,6,6,8,1,4,1,1
204,1,2,1,8,1,4,3,1
63,3,5,6,2,2,4,4,1
128,1,6,1,2,1,4,4,1
48,3,5,2,2,2,4,3,1
140,1,2,1,2,1,4,3,1
91,3,5,2,7,2,10,3,1
48,3,6,2,7,1,4,3,1
84,1,2,1,2,1,4,5,1
98,1,2,1,2,1,4,1,1
84,3,6,1,2,1,4,7,1
63,1,6,1,7,1,10,3,1
48,3,5,6,9,3,4,4,1
136,1,6,1,2,1,4,4,1
48,3,6,2,2,3,4,4,1
30,3,5,6,7,1,4,5,0
35,3,8,6,7,1,10,3,1
84,1,6,1,2,1,4,4,1
63,3,5,1,7,1,4,5,1
24,3,5,6,6,4,10,1,1
66,3,6,6,8,1,10,5,0
70,3,6,1,2,1,1,2,1
63,3,6,1,2,1,4,5,1
40,3,6,2,5,1,10,4,1
105,1,6,1,2,1,7,6,1
105,2,6,1,8,1,4,4,1
72,3,6,1,8,1,4,3,1
45,3,6,6,5,1,4,4,1
60,3,6,6,8,1,4,6,1
96,1,6,1,2,1,4,6,1
48,3,6,1,8,1,4,3,1
154,1,2,1,2,1,4,6,1
45,3,6,6,6,2,10,8,1
45,3,6,2,7,2,4,4,0
108,3,2,1,2,1,4,3,1
48,3,6,1,7,2,4,4,1
42,3,6,2,6,1,10,6,1
77,1,2,1,2,1,4,4,1
108,3,6,1,6,1,4,5,1
24,3,6,1,2,2,4,4,1
168,1,6,1,2,1,4,5,1
68,3,6,1,7,1,10,5,0
188,1,6,1,5,1,4,10,1
35,3,6,1,9,2,4,5,0
45,3,6,1,6,2,4,4,1
70,3,6,2,9,2,4,4,1
56,3,5,1,2,1,4,6,1
98,1,2,1,5,1,4,3,1
72,3,6,2,6,1,4,4,1
70,3,6,2,2,1,4,4,1
105,3,2,1,9,1,4,6,1
26,3,6,6,2,2,4,2,1
171,1,2,1,6,1,4,4,1
84,3,6,1,9,1,4,4,1
35,3,6,6,9,2,10,1,1
96,3,6,6,9,2,4,1,1
35,1,2,1,9,1,4,3,1
126,3,6,1,2,1,4,1,1
35,3,6,2,9,2,4,3,1
70,3,6,1,9,1,4,6,1
119,3,5,1,9,1,4,5,1
35,3,6,2,9,1,4,4,1
63,3,6,2,9,1,4,1,1
91,3,6,1,9,1,4,3,1
66,3,6,1,2,1,4,5,1
91,3,4,1,2,1,4,5,1
105,3,6,1,9,1,4,5,1
161,3,6,1,9,1,4,5,1
66,3,5,1,2,1,4,5,1
98,3,5,1,9,1,4,3,1
91,3,5,1,9,1,4,4,1
54,1,2,1,2,1,4,2,1
154,1,2,1,2,1,4,3,1
63,1,6,1,2,1,4,4,1
35,1,2,1,2,1,4,6,1
48,3,8,6,8,2,4,3,1
63,3,6,1,2,1,4,4,1
99,3,6,1,2,1,4,4,1
70,3,6,1,2,1,4,6,1
48,3,6,2,8,2,4,5,1
48,1,6,1,2,1,4,4,1
63,3,5,1,6,1,4,3,1
35,3,5,2,6,2,4,5,1
90,3,6,1,8,1,4,3,1
96,1,4,1,6,1,4,1,1
45,3,6,1,6,1,4,3,1
72,1,6,1,6,1,4,6,1
84,3,6,1,8,1,4,2,1
48,3,5,1,6,1,4,2,1
78,3,5,1,2,2,4,4,1
98,1,6,1,6,1,4,4,1
42,3,5,4,5,2,4,4,1
96,3,6,1,2,2,4,6,1
49,3,6,2,5,1,4,4,1
105,3,6,2,4,2,4,6,1
53,3,5,6,5,2,4,5,1
98,3,6,1,4,2,4,2,1
90,3,5,1,4,1,4,5,1
54,3,5,4,5,2,10,3,1
136,1,6,1,9,2,4,3,1
84,3,6,6,4,1,4,4,1
250,3,6,1,7,1,3,3,1
84,1,6,1,7,1,4,3,1
49,3,6,1,2,2,4,3,1
96,1,6,1,7,1,4,5,1
50,3,6,2,2,2,4,4,1
105,1,1,1,7,1,4,4,1
63,1,2,1,7,1,4,5,1
20,3,5,1,2,2,4,5,1
88,3,6,1,2,1,4,5,1
104,1,1,1,7,1,4,3,1
150,1,6,1,7,1,4,3,1
105,3,6,1,2,1,4,5,1
35,1,6,2,7,2,4,3,1
72,3,6,1,7,2,4,3,1
72,3,6,1,7,1,10,2,1
84,1,6,1,7,1,4,8,1
58,3,6,1,7,2,4,6,1
35,3,6,6,7,1,4,1,1
112,1,6,1,7,2,4,3,1
108,3,6,1,7,1,4,9,1
77,3,6,1,8,1,4,2,1
63,3,6,1,8,1,4,2,1
96,1,6,1,8,1,4,4,1
63,3,6,1,8,1,4,2,1
54,3,6,1,8,1,4,3,1
130,1,4,1,8,1,4,3,1
37,1,6,6,8,1,4,4,1
83,1,6,6,8,1,4,5,1
50,1,6,6,8,2,4,3,1
148,1,4,1,8,1,4,3,1
140,3,6,6,2,1,4,4,1
124,1,2,1,8,1,4,4,1
126,1,6,1,8,1,4,2,1
98,1,6,1,6,1,4,4,1
63,3,6,6,2,1,4,3,0
160,1,2,1,6,1,4,2,1
42,1,8,6,9,1,4,3,1
84,3,6,1,8,1,4,4,0
143,1,2,1,2,1,4,5,1
126,3,6,1,9,1,4,4,1
108,1,4,6,8,1,4,5,1
90,1,4,1,8,1,4,4,1
63,3,5,1,2,1,4,2,1
72,1,4,6,8,1,4,10,0
83,3,6,1,8,1,4,6,1
91,3,5,1,8,1,4,3,1
117,1,6,6,8,1,10,7,0
103,1,4,1,7,1,4,2,1
140,1,4,1,8,1,4,4,1
91,1,6,6,8,1,4,5,1
63,1,6,6,8,1,10,3,0
48,3,6,1,2,1,4,2,1
35,3,5,6,2,2,4,4,1
135,1,2,1,2,1,4,4,1
100,3,6,1,2,1,4,6,1
147,1,6,1,2,1,4,5,1
54,3,2,1,2,1,4,3,1
73,3,5,1,6,1,4,2,1
37,3,5,1,6,1,4,1,1
35,3,6,1,2,1,4,2,1
108,3,6,1,6,1,10,2,1
84,1,6,1,8,4,7,4,1
63,3,6,1,2,1,4,6,1
126,1,6,1,2,1,4,4,1
99,1,6,1,2,1,4,4,1
105,1,6,1,2,1,4,5,1
138,3,6,6,2,1,4,5,1
63,3,6,6,6,2,4,4,1
105,1,6,1,2,1,4,7,1
63,1,2,1,2,1,4,4,1
144,1,1,1,2,1,4,4,1
70,1,2,1,5,1,4,6,1
48,1,2,1,2,1,4,5,1
120,3,6,1,2,1,4,5,1
63,1,6,1,7,1,4,1,1
96,1,6,1,7,1,4,1,1
96,1,6,1,2,1,4,4,1
77,3,6,1,2,1,4,8,1
70,3,6,1,7,1,4,6,1
84,3,6,1,7,1,4,3,1
35,3,6,6,7,2,4,2,1
136,1,6,1,7,1,4,2,1
40,1,6,1,2,1,4,4,1
63,1,6,1,7,2,4,3,1
104,1,6,1,7,1,10,7,0
176,1,2,1,2,1,4,4,1
190,1,1,1,2,1,4,5,1
63,1,6,1,2,1,4,5,1
77,1,6,1,2,1,4,2,1
63,1,6,1,8,2,4,5,1
300,1,6,1,7,1,4,5,1
156,1,2,1,2,1,4,3,1
56,1,6,1,2,1,4,4,1
50,3,6,1,2,1,4,3,1
180,3,6,1,2,1,4,4,1
88,1,6,1,2,1,4,3,1
156,1,5,1,2,1,4,5,1
63,1,6,1,2,1,4,7,1
152,1,4,1,2,1,4,6,1
30,3,8,2,8,1,4,2,1
91,1,6,1,2,1,4,4,1
70,1,2,1,7,3,4,3,1
63,1,6,1,7,1,4,1,1
30,3,5,1,2,1,4,4,1
63,1,6,1,7,1,4,5,1
78,3,6,1,2,1,4,6,1
105,1,6,1,2,1,4,5,1
200,1,1,1,2,1,4,4,1
70,1,2,1,7,1,4,4,1
80,1,6,1,2,1,4,3,1
108,1,2,1,2,1,4,4,1
63,1,6,6,2,2,4,5,0
180,1,6,1,6,1,4,4,0
78,1,5,1,5,1,4,7,0
46,1,6,6,8,1,4,4,1
80,1,6,1,2,1,4,5,1
77,1,6,1,2,1,4,2,1
50,3,6,1,4,1,4,3,1
78,1,6,1,2,1,4,4,1
135,1,2,1,4,1,4,4,1
63,1,6,1,7,1,4,5,0
96,3,8,6,7,2,4,4,1
108,1,6,1,7,2,10,6,0
90,3,6,1,7,1,4,6,1
106,3,6,1,7,1,4,5,1
72,3,6,1,7,1,4,4,1
63,1,6,6,7,2,4,4,1
81,1,6,1,7,1,4,1,1
64,3,6,1,7,2,10,2,1
84,1,6,1,7,2,4,3,1
108,1,6,1,7,1,4,1,1
140,1,4,1,7,1,4,5,1
56,3,6,1,7,2,4,4,1
72,3,8,1,7,2,4,5,1
77,3,6,1,7,1,4,5,1
72,3,6,1,7,2,4,4,1
96,1,6,1,7,1,4,2,1
152,1,2,1,7,1,4,3,1
139,1,2,1,7,1,4,4,1
84,3,8,1,7,1,4,4,1
105,1,2,1,9,1,4,4,1
168,1,2,1,9,1,4,6,1
120,1,6,1,9,1,4,3,0
30,3,6,1,9,2,10,1,1
63,3,6,1,9,1,4,4,1
200,1,2,1,9,1,4,5,1
119,1,2,1,9,1,4,2,1
98,3,6,1,9,1,4,5,1
119,1,6,1,9,1,4,5,1
140,1,6,1,9,1,4,4,1
40,3,6,6,8,1,4,5,1
91,1,6,1,8,1,4,4,1
48,3,5,6,8,1,4,6,1
91,3,6,1,8,1,4,3,1
84,3,5,2,8,1,4,3,1
161,1,6,1,8,1,4,7,1
91,3,5,2,8,3,1,6,1
75,1,2,1,8,1,4,2,1
48,1,6,1,2,1,4,1,1
168,1,6,1,8,1,4,7,1
96,1,6,1,2,1,4,3,1
99,1,2,1,2,1,4,10,0
63,3,6,1,2,1,4,8,0
96,1,2,1,2,1,4,9,1
77,1,6,1,2,1,4,3,1
63,3,6,1,2,1,4,4,1
84,3,6,1,2,1,4,6,1
96,1,5,1,2,1,4,7,0
45,3,8,6,2,2,4,1,1
63,3,6,6,6,1,4,2,1
35,1,6,6,2,1,4,3,1
63,1,6,1,2,1,4,3,1
63,1,6,1,2,1,4,3,1
91,1,6,1,2,1,4,4,1
35,3,6,6,2,1,4,4,1
66,3,6,6,2,1,4,3,1
35,3,6,6,2,2,4,3,1
128,1,2,1,2,1,4,2,1
24,3,6,6,2,2,4,3,1
24,3,6,6,2,1,4,3,1
78,1,2,1,2,1,4,3,1
114,1,2,1,2,1,4,5,1
63,3,6,1,2,1,4,3,1
79,1,2,1,2,1,4,3,1
111,1,6,1,4,1,4,4,0
42,1,6,1,4,2,4,2,1
63,3,6,6,4,1,4,4,0
147,1,6,1,4,1,4,4,1
168,1,2,1,2,1,4,5,1
105,1,6,1,2,1,4,3,1
84,1,6,1,2,1,4,2,1
153,1,2,1,2,1,4,4,1
253,1,2,1,2,1,4,2,1
180,1,2,1,2,1,4,5,1
104,1,2,1,2,1,4,11,1
48,1,6,1,2,2,4,5,0
91,1,2,1,2,1,4,4,1
130,1,2,1,2,1,4,6,1
54,1,6,1,2,1,4,4,1
42,1,6,1,2,2,4,4,1
72,1,6,1,2,1,4,5,1
63,3,6,1,2,2,4,3,1
54,3,5,4,2,2,4,4,0
99,1,2,1,5,1,4,3,1
89,3,5,1,2,1,4,6,0
204,1,6,1,2,1,4,5,1
96,1,6,1,6,1,4,6,1
72,1,6,1,8,1,4,5,1
45,3,8,2,7,2,10,3,0
91,1,6,1,2,2,4,4,1
84,1,6,2,2,1,4,3,1
42,3,6,1,7,2,4,2,1
68,3,6,1,7,1,4,3,1
28,3,8,2,7,1,10,4,1
63,3,8,1,7,1,4,3,1
72,1,4,1,7,1,10,5,1
105,1,6,1,7,1,4,4,1
66,3,8,6,7,2,10,4,1
96,3,6,1,7,1,4,4,1
52,3,6,6,7,1,10,2,0
54,1,6,1,6,1,10,1,1
84,1,6,1,6,1,4,9,1
89,1,6,1,5,1,4,5,1
45,3,6,4,2,1,4,4,1
94,3,5,1,2,1,4,4,1
68,1,6,4,4,1,10,4,0
56,3,6,2,6,2,4,3,1
182,1,2,1,2,1,4,6,1
41,3,6,2,2,2,4,3,1
28,3,5,6,6,2,4,2,1
48,3,6,1,6,1,10,5,1
210,1,2,1,3,1,4,3,1
60,3,6,1,2,1,4,5,1
98,1,4,1,3,1,4,6,1
116,1,6,1,2,1,4,4,1
55,3,6,1,3,1,4,4,1
50,3,4,1,3,1,4,5,1
104,1,4,1,3,1,4,7,1
120,1,2,1,3,1,4,1,1
30,3,6,1,3,1,4,3,1
70,3,6,1,2,1,4,6,1
112,3,6,1,3,1,4,2,1
48,1,2,1,2,1,4,3,1
158,1,2,1,2,1,4,6,1
90,1,4,1,3,1,4,6,1
135,1,2,1,2,1,4,4,1
253,1,2,1,3,1,4,5,1
63,3,6,1,2,1,4,3,1
48,1,4,1,4,1,4,4,1
96,1,2,1,2,1,4,8,1
112,1,2,1,2,1,4,3,1
105,1,2,1,2,1,4,8,1
105,3,6,1,3,1,10,5,1
192,1,4,1,2,1,4,8,1
294,1,2,1,2,1,3,8,1
153,6,6,1,3,1,3,3,1
153,1,6,1,3,1,4,4,1
63,3,6,1,2,2,4,7,1
60,3,6,2,2,2,4,4,1
112,3,6,1,2,1,4,4,1
171,1,4,1,3,1,4,7,1
153,1,4,1,2,1,4,4,1
35,3,6,6,3,1,4,4,0
112,1,4,1,4,1,4,5,1
468,1,2,1,2,1,4,8,1
143,1,4,1,2,1,4,4,1
105,1,4,1,2,1,4,2,1
140,1,2,1,2,1,4,5,1
35,3,6,6,2,2,4,5,1
150,1,4,1,2,1,3,4,1
56,3,8,6,7,3,4,3,1
105,3,6,1,7,3,4,7,0
98,3,6,1,7,3,4,5,1
42,3,6,1,7,2,4,3,1
91,3,6,1,7,3,4,5,1
192,3,6,1,7,2,4,4,1
54,3,6,1,7,3,4,6,1
90,3,6,1,7,3,4,3,1
84,3,6,1,7,3,4,3,1
140,3,6,1,7,2,4,5,1
90,3,6,1,7,2,4,5,0
63,3,6,6,7,3,4,4,1
96,3,6,1,7,3,4,3,1
45,3,5,6,7,3,4,2,1
35,3,6,6,7,3,4,1,1
35,3,6,6,7,3,4,3,1
84,3,6,1,7,3,4,4,1
42,3,6,1,7,3,4,4,1
77,3,6,1,7,3,4,5,1
84,3,6,1,7,3,4,4,1
98,3,5,1,7,1,10,5,0
96,3,6,1,7,1,4,5,1
84,3,6,1,7,1,4,4,1
112,3,5,1,7,1,4,6,1
120,1,6,1,7,1,4,5,1
96,3,6,1,7,4,10,3,0
135,3,6,1,7,1,2,5,1
90,3,5,1,7,1,4,3,1
105,3,2,1,7,1,4,4,1
63,3,6,6,7,1,10,5,0
40,3,5,1,7,3,10,5,0
72,3,6,1,7,3,10,4,1
50,3,6,1,7,4,10,4,1
45,3,6,1,7,3,10,4,1
55,3,6,6,7,4,10,3,1
54,3,6,1,7,3,10,7,0
35,3,2,1,7,3,4,2,1
105,1,2,1,7,3,10,4,1
45,3,5,6,7,3,10,3,1
98,3,6,1,7,3,4,6,1
120,1,6,1,5,1,4,3,1
72,1,6,1,4,1,4,4,1
108,3,6,1,4,1,4,1,1
96,1,6,1,4,1,4,5,1
276,1,4,1,2,1,4,5,1
63,3,6,1,2,1,4,4,1
42,3,6,1,4,1,4,5,1
135,3,6,1,4,1,4,5,1
135,3,6,1,2,1,4,3,1
70,3,6,1,4,1,4,7,0
84,3,6,1,4,1,4,3,1
196,1,2,1,2,1,4,2,1
35,3,6,1,2,1,4,4,1
120,3,5,1,4,1,4,3,1
60,3,5,6,2,1,10,1,1
54,3,2,1,3,1,4,6,1
54,3,6,1,2,1,4,3,1
96,1,6,1,4,1,4,4,1
126,1,6,1,2,1,4,5,1
120,1,1,1,4,1,4,4,1
63,3,5,6,4,3,10,4,1
54,3,5,1,6,1,10,5,0
84,3,6,2,4,3,10,4,1
99,3,6,1,6,1,4,5,1
45,3,6,6,6,4,10,6,0
108,1,4,1,4,1,4,3,1
98,3,5,1,5,1,10,4,1
96,3,6,1,8,1,4,6,1
30,3,6,6,8,3,10,3,1
84,3,6,6,4,4,4,5,1
50,1,4,1,7,3,10,4,1
54,3,6,1,7,1,10,6,0
46,3,5,1,7,1,4,4,1
70,1,6,1,7,1,10,5,1
84,3,6,1,7,3,10,4,0
108,3,5,1,7,1,10,7,1
96,1,6,1,7,1,4,3,1
54,3,6,1,7,1,10,5,0
63,3,6,6,7,3,4,5,0
96,1,6,1,7,1,10,2,1
32,3,6,1,2,1,4,2,1
84,3,5,1,2,1,4,3,1
60,3,6,6,2,1,4,4,1
63,3,6,6,2,1,4,1,1
96,1,2,1,4,1,4,6,1
60,3,8,6,2,1,4,4,1
42,3,6,6,2,1,4,2,1
55,3,5,1,2,1,4,5,1
56,3,6,6,3,1,10,6,1
84,3,6,1,7,1,4,5,1
126,3,6,1,2,1,4,7,1
120,3,5,6,7,1,10,5,1
54,3,6,2,8,2,4,3,1
84,3,6,2,8,3,4,5,1
90,3,5,1,7,1,10,4,1
48,3,6,1,2,1,3,4,1
35,1,6,1,2,4,4,2,1
56,3,5,1,5,3,10,3,1
80,3,6,1,7,1,4,4,1
150,3,6,1,8,3,4,1,1
77,3,6,1,2,1,4,7,1
83,1,2,1,5,1,4,5,1
45,3,6,1,3,1,4,4,1
112,3,6,1,3,1,4,7,1
48,3,6,1,5,1,4,9,1
135,1,2,1,2,1,4,6,1
105,3,6,1,5,1,4,5,1
160,1,2,1,5,1,4,5,1
84,3,5,1,7,2,4,3,1
128,3,6,1,3,1,4,3,1
90,3,6,2,3,2,4,3,1
70,1,6,1,3,1,10,4,1
152,3,6,1,3,1,4,8,1
210,1,2,1,2,1,4,5,1
143,3,6,1,2,1,4,3,1
165,3,6,1,3,1,4,6,1
98,3,6,1,3,1,4,5,1
90,3,6,2,3,1,4,9,1
63,3,6,1,2,2,4,6,1
153,3,2,1,2,1,4,2,1
65,1,2,1,7,1,4,5,1
35,3,5,6,7,1,4,4,1
40,3,5,1,7,1,4,4,0
35,3,6,1,5,1,4,3,1
55,3,6,1,7,1,4,4,1
55,1,6,1,5,1,4,5,1
88,3,6,1,7,1,4,14,0
55,1,4,1,7,1,4,4,1
148,1,2,1,7,1,4,3,1
54,3,6,1,5,1,4,5,1
135,3,6,1,2,1,4,3,1
105,3,6,1,2,1,4,5,1
108,1,4,1,4,1,4,3,1
135,1,4,1,2,1,4,6,1
75,3,5,1,4,1,4,5,1
108,3,6,1,2,1,4,5,1
72,3,6,1,2,1,4,2,1
84,3,6,1,4,1,4,4,1
72,3,6,1,2,1,4,5,1
156,1,2,1,2,1,4,5,1
85,1,2,1,5,1,4,4,1
55,3,6,6,7,1,4,4,1
95,1,2,1,4,1,4,4,1
85,3,6,6,6,1,4,4,1
55,3,5,1,7,1,4,3,1
55,3,6,6,7,1,4,6,1
63,1,6,1,5,1,4,6,1
45,3,6,6,7,1,4,3,1
45,3,6,1,5,1,4,4,1
88,3,6,6,5,2,4,2,1
283,1,2,1,4,1,4,3,1
107,1,2,1,4,1,4,4,1
261,3,4,1,4,1,4,4,1
77,1,6,1,2,2,4,3,1
120,1,2,1,4,1,4,7,1
132,1,2,1,4,2,4,4,1
144,3,6,1,4,1,4,3,1
144,1,2,1,4,1,4,4,1
40,3,6,2,2,1,4,3,1
45,1,2,1,5,1,10,6,1
45,3,6,6,2,1,4,2,1
128,1,2,1,4,1,4,7,1
126,3,5,1,4,2,4,4,1
72,3,6,1,4,1,4,4,0
120,3,6,1,4,1,4,3,1
105,3,6,1,4,1,4,4,1
63,3,6,1,4,1,4,3,1
105,3,5,1,4,2,4,7,1
35,1,6,1,5,1,4,4,1
96,1,6,6,4,1,4,6,0
35,3,6,1,4,2,4,4,1
20,3,6,1,5,1,4,4,1
60,3,6,1,3,2,4,4,1
42,3,6,1,4,1,4,4,1
54,3,6,1,4,2,10,4,1
105,1,6,1,4,1,4,3,1
42,3,6,1,4,2,4,8,0
63,3,6,1,5,1,4,4,1
35,3,6,2,5,2,4,4,1
56,3,5,6,8,3,10,1,1
180,1,2,1,4,2,4,3,1
108,1,6,1,4,1,4,4,1
66,1,6,1,5,2,4,3,1
117,1,6,1,4,1,4,2,1
40,3,6,1,5,1,4,3,1
98,1,2,1,4,1,4,2,1
40,3,8,2,5,2,10,4,1
54,1,6,1,5,1,4,3,1
84,3,6,1,5,2,4,5,1
55,3,8,6,5,2,10,3,1
72,3,8,1,4,1,10,1,1
98,1,6,1,4,1,4,3,1
77,1,6,1,4,1,4,4,1
108,1,6,1,4,1,4,2,1
153,1,2,1,4,1,4,5,1
63,3,6,1,4,1,4,4,1
150,1,2,1,4,1,4,3,1
63,3,6,1,5,1,4,4,1
390,1,2,1,4,1,4,2,1
72,3,6,1,5,1,4,3,0
56,3,6,1,4,1,10,5,0
55,1,2,1,4,1,4,3,1
84,3,6,1,4,1,10,6,1
140,1,2,1,4,1,4,6,1
92,1,2,1,4,1,4,2,1
70,3,6,1,4,1,4,1,1
35,3,6,2,4,1,10,3,1
60,3,6,1,4,1,4,4,1
24,3,6,2,2,2,4,3,1
153,1,2,1,4,1,4,3,1
180,1,2,1,4,1,4,2,1
136,3,6,1,4,1,4,6,1
240,1,2,1,2,1,4,4,1
